simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.072637	18999	274.461
40	1232	95	0	108.9	3.73236e-06	5.52084
80	1245	13	0	93.4642	7.14693e-16	0.0378095
120	1262	17	0	92.9388	1.34706e-25	0.00830712
160	1284	22	0	93.7037	2.48691e-35	0.00194482
200	1316	32	0	93.5401	4.30729e-45	1.34581e-05
240	1363	47	0	93.5967	6.87673e-55	5.51145e-08
280	1398	35	0	94.1505	1.00183e-64	2.25705e-10
320	1457	59	0	93.9118	1.34377e-74	9.24293e-13
360	1520	63	0	94.4939	1.66597e-84	3.78505e-15
400	1602	85	3	95.4239	1.89199e-94	1.54998e-17
440	1702	107	7	96.2938	1.93259e-104	6.34709e-20
480	1803	109	8	98.6005	1.77959e-114	2.59905e-22
520	1934	146	15	110.854	1.45379e-124	341.648
560	2043	130	21	99.1744	1.02016e-134	1.40508
600	2116	82	9	100.229	6.63952e-145	0.0240769
640	2181	71	6	100.038	4.37565e-155	0.00869196
680	2246	68	3	100.22	2.68091e-165	0.00202968
720	2263	19	2	102.085	1.42637e-175	0.000359825
760	2282	24	5	103.292	6.59816e-186	5.67395e-05
800	2317	42	7	100.955	2.64792e-196	2.32302e-07
840	2377	62	2	100.04	9.22629e-207	9.51068e-10
880	2453	82	6	101.585	2.77448e-217	3.89366e-12
920	2523	77	7	104.085	7.23334e-228	1.59402e-14
960	2608	109	24	102.241	1.64868e-238	6.52554e-17
1000	2695	118	31	102.099	3.25825e-249	2.67134e-19
1040	2848	174	21	118.332	5.49409e-260	86.4183
1080	3011	187	24	105.942	7.94808e-271	0.385575
1120	3205	204	10	107.258	1.2971e-281	0.0486824
1160	3369	169	5	108.223	2.58573e-292	0.0140777
1200	3472	109	6	107.414	0	0.00241933
1240	3545	81	8	106.549	0	0.000356987
1280	3654	113	4	108.988	0	6.23091e-05
1320	3764	115	5	106.582	0	2.55043e-07
1360	3798	44	10	112.609	0	1.04391e-09
1400	3841	47	4	109.425	0	4.27262e-12
1440	3901	82	22	107.426	0	1.74866e-14
1440.02	3901	2	2	0.580538	0	1.74385e-14
