simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0667957	18999	274.461
40	1231	94	0	109.909	3.72203e-06	5.5213
80	1242	11	0	95.2335	7.11438e-16	0.0353672
120	1263	21	0	95.0763	1.34242e-25	0.00733702
160	1285	22	0	95.3456	2.43955e-35	0.00195251
200	1318	33	0	95.2763	4.14706e-45	0.000258507
240	1356	38	0	95.129	6.49002e-55	0.000150648
280	1405	49	0	95.3112	9.38121e-65	6.18482e-07
320	1461	56	0	95.7174	1.24306e-74	2.53276e-09
360	1530	69	0	95.7063	1.49783e-84	1.03718e-11
400	1613	87	4	96.1793	1.66063e-94	4.24725e-14
440	1706	98	5	96.7758	1.6626e-104	1.73922e-16
480	1807	112	11	98.7542	1.50125e-114	7.12185e-19
520	1960	164	11	112.232	1.19118e-124	43.4682
560	2049	106	17	99.1226	8.24919e-135	0.193453
600	2114	72	7	100.302	5.6243e-145	0.0187262
640	2177	66	3	100.434	3.80557e-155	0.00467227
680	2244	70	3	100.408	2.28057e-165	0.00116336
720	2260	19	3	100.562	1.1893e-175	0.000351081
760	2279	23	4	101.356	5.42015e-186	1.4391e-06
800	2325	50	4	100.987	2.16525e-196	5.892e-09
840	2380	62	7	100.935	7.52924e-207	2.41224e-11
880	2447	73	6	101.802	2.25902e-217	9.87565e-14
920	2539	97	5	103.6	5.8961e-228	4.04296e-16
960	2614	106	31	103.379	1.32608e-238	1.65509e-18
1000	2721	134	27	117.605	2.58365e-249	341.642
1040	2867	166	20	104.924	4.28677e-260	1.40927
1080	3016	166	17	107.543	7.11134e-271	0.0595706
1120	3170	161	7	109.144	1.51712e-281	0.021704
1160	3348	184	6	107.532	3.26477e-292	0.00384755
1200	3449	106	5	109.214	0	0.000551224
1240	3519	79	9	109.148	0	0.000164496
1280	3635	124	8	107.856	0	8.90072e-07
1320	3749	119	5	109.458	0	3.64329e-09
1360	3789	48	8	112.237	0	1.49122e-11
1400	3830	49	8	111.003	0	6.10342e-14
1440	3877	88	41	109.932	0	2.49795e-16
1440.02	3881	7	3	0.635159	0	2.49109e-16
